Query_Edge_ID,Query_Piece_ID,Query_Edge_Index,Match_Edge_ID,Match_Piece_ID,Match_Edge_Index,Procrustes_Distance,Rank
1_piece5_e1,1_piece5,1,47_piece14_e1,47_piece14,1,0.004679776728153229,4
1_piece5_e1,1_piece5,1,61_piece2_e3,61_piece2,3,0.005131061188876629,5
1_piece5_e2,1_piece5,2,71_piece15_e1,71_piece15,1,0.03140007331967354,1
1_piece5_e2,1_piece5,2,104_piece17_e0,104_piece17,0,0.036103907972574234,2
1_piece5_e2,1_piece5,2,44_piece59_e2,44_piece59,2,0.0400339737534523,3
1_piece5_e2,1_piece5,2,80_piece19_e2,80_piece19,2,0.04098524898290634,4
1_piece5_e2,1_piece5,2,63_piece16_e2,63_piece16,2,0.04330720007419586,5
1_piece5_e3,1_piece5,3,91_piece25_e0,91_piece25,0,0.006812164559960365,1
1_piece5_e3,1_piece5,3,6_piece48_e0,6_piece48,0,0.007432299200445414,2
1_piece5_e3,1_piece5,3,109_piece18_e2,109_piece18,2,0.007816179655492306,3
1_piece5_e3,1_piece5,3,104_piece11_e0,104_piece11,0,0.009731308557093143,4
1_piece5_e3,1_piece5,3,93_piece29_e0,93_piece29,0,0.010246439836919308,5
1_piece7_e0,1_piece7,0,60_piece22_e3,60_piece22,3,0.0017897916259244084,1
1_piece7_e0,1_piece7,0,48_piece23_e2,48_piece23,2,0.0023717773146927357,2
1_piece7_e0,1_piece7,0,1_piece4_e1,1_piece4,1,0.0023733610287308693,3
1_piece7_e0,1_piece7,0,34_piece12_e1,34_piece12,1,0.0027511578518897295,4
1_piece7_e0,1_piece7,0,57_piece20_e0,57_piece20,0,0.003087172517552972,5
1_piece7_e1,1_piece7,1,89_piece16_e1,89_piece16,1,0.001700923778116703,1
1_piece7_e1,1_piece7,1,95_piece6_e0,95_piece6,0,0.002398938173428178,2
1_piece7_e1,1_piece7,1,89_piece5_e0,89_piece5,0,0.0027977731078863144,3
1_piece7_e1,1_piece7,1,57_piece20_e0,57_piece20,0,0.002880020532757044,4
1_piece7_e1,1_piece7,1,62_piece21_e1,62_piece21,1,0.0029477200005203485,5
1_piece7_e2,1_piece7,2,47_piece14_e3,47_piece14,3,0.002605658257380128,1
1_piece7_e2,1_piece7,2,6_piece35_e1,6_piece35,1,0.0028852163814008236,2
1_piece7_e2,1_piece7,2,37_piece16_e1,37_piece16,1,0.003248383291065693,3
1_piece7_e2,1_piece7,2,95_piece6_e2,95_piece6,2,0.0033860383555293083,4
1_piece7_e2,1_piece7,2,104_piece5_e0,104_piece5,0,0.0034779300913214684,5
1_piece7_e3,1_piece7,3,20_piece50_e3,20_piece50,3,0.002241224516183138,1
1_piece7_e3,1_piece7,3,33_piece21_e3,33_piece21,3,0.0026253280229866505,2
1_piece7_e3,1_piece7,3,13_piece5_e0,13_piece5,0,0.0033489062916487455,3
1_piece7_e3,1_piece7,3,93_piece29_e0,93_piece29,0,0.0034207841381430626,4
1_piece7_e3,1_piece7,3,35_piece7_e1,35_piece7,1,0.003435201710090041,5
1_piece9_e0,1_piece9,0,87_piece30_e3,87_piece30,3,0.01430302020162344,1
1_piece9_e0,1_piece9,0,15_piece1_e3,15_piece1,3,0.015137199312448502,2
1_piece9_e0,1_piece9,0,37_piece52_e1,37_piece52,1,0.016655977815389633,3
1_piece9_e0,1_piece9,0,38_piece0_e3,38_piece0,3,0.016796592622995377,4
1_piece9_e0,1_piece9,0,38_piece0_e1,38_piece0,1,0.017107956111431122,5
